,Date,Listing_ID,Ordered_Quantity,Avg_Num_Of_Listings,Top_Rank_Share,Product_ID,Category_ID,Demand
62584,14/04/2016,10028243,0,4,0.63,8b46d82b40fa2875bb40eb1eb1f1e469,274293011,0
62865,15/04/2016,10028243,0,4,0.58,8b46d82b40fa2875bb40eb1eb1f1e469,274293011,0
63338,14/04/2016,10032075,0,9,0.45,ccbfae861b945ece4a2f7053acf006f1,165994011,0
63677,15/04/2016,10032075,0,9,0.43,ccbfae861b945ece4a2f7053acf006f1,165994011,0
66020,14/04/2016,352964,0,16.96,0.28,57eb4e811164c4816d89a75bfb79fe8d,166327011,0
66131,15/04/2016,352964,0,17,0.25,57eb4e811164c4816d89a75bfb79fe8d,166327011,0
66242,14/04/2016,692234,0,19,0.67,0305bbea90f49863f469d9188faa07d4,166310011,0
66254,14/04/2016,692234,0,19,0.67,0305bbea90f49863f469d9188faa07d4,166309011,0
66601,15/04/2016,692234,0,19,0.98,0305bbea90f49863f469d9188faa07d4,166310011,0
66613,15/04/2016,692234,0,19,0.98,0305bbea90f49863f469d9188faa07d4,166309011,0
67628,14/04/2016,3467816,0,17,0.1,feb51fa88fcf37cfcd9ee672c1471b6f,166337011,0
67629,14/04/2016,3467816,0,17,0.1,feb51fa88fcf37cfcd9ee672c1471b6f,166461011,0
67796,15/04/2016,3467816,0,17.49,0.48,feb51fa88fcf37cfcd9ee672c1471b6f,166337011,0
67797,15/04/2016,3467816,0,17.49,0.48,feb51fa88fcf37cfcd9ee672c1471b6f,166461011,0
83971,14/04/2016,3794768,0,19.96,0.1,f733e34f6daa352a9f9d3636defead02,166275011,0
83973,14/04/2016,3794768,0,19.96,0.1,f733e34f6daa352a9f9d3636defead02,166169011,0
1675,15/04/2016,6376734,0,5,0.05,915adf3b5f5b01c6440c0c67dfd74340,1272924011,0
2014,17/04/2016,6376734,0,5,0.55,915adf3b5f5b01c6440c0c67dfd74340,1272924011,0
2914,15/04/2016,7003480,0,1,1,8b22a3d39958f30936d438edc4996abf,166363011,0
3187,16/04/2016,7003480,0,1,1,8b22a3d39958f30936d438edc4996abf,166363011,0
7460,15/04/2016,9737306,0,4,0.56,6afe3752d4521a44c4eb6d2a9ba59406,2975303011,0
7461,15/04/2016,9737306,0,4,0.56,6afe3752d4521a44c4eb6d2a9ba59406,2975419011,0
8076,16/04/2016,9737306,0,4,0.51,6afe3752d4521a44c4eb6d2a9ba59406,2975303011,0
8077,16/04/2016,9737306,0,4,0.51,6afe3752d4521a44c4eb6d2a9ba59406,2975419011,0
8692,15/04/2016,9754602,0,2,0.81,6b615bac62e640bd5e81f6b86c833da9,2975414011,0
8939,16/04/2016,9754602,0,2.44,0.8,6b615bac62e640bd5e81f6b86c833da9,2975414011,0
11100,16/04/2016,3534512,1,1,1,b3f49797cdc1d81a43bdd3f1c3424096,166050011,1
11398,17/04/2016,3534512,1,1,1,b3f49797cdc1d81a43bdd3f1c3424096,166050011,1
11696,16/04/2016,3541358,0,1,1,b633313fd6b0da7b3e6b4a702a366ada,293582011,0
12007,17/04/2016,3541358,0,1,1,b633313fd6b0da7b3e6b4a702a366ada,293582011,0
12318,16/04/2016,3547846,1,1,1,aed5cb01adc8cdefe2ae7a142cd5cb65,2975414011,1
12639,17/04/2016,3547846,0,1,1,aed5cb01adc8cdefe2ae7a142cd5cb65,2975414011,0
12960,16/04/2016,3557220,0,1,1,88dd6ab7d38a5f538d9d855ee559a8e9,166051011,0
13271,17/04/2016,3557220,0,1,1,88dd6ab7d38a5f538d9d855ee559a8e9,166051011,0
14422,16/04/2016,3958751,0,9,0.38,5175dd9e27c80fb7bf4bf98c409413e0,166291011,0
14729,17/04/2016,3958751,0,9,0.33,5175dd9e27c80fb7bf4bf98c409413e0,166291011,0
18762,16/04/2016,5306825,0,3,0.8,3cb18bd7108de3a7199b215853271f6f,375539011,0
19101,17/04/2016,5306825,0,3,0.84,3cb18bd7108de3a7199b215853271f6f,375539011,0
19440,16/04/2016,5350673,0,1,1,db33c2e7e97e054c47c572183debaac6,375539011,0
19779,17/04/2016,5350673,0,1,1,db33c2e7e97e054c47c572183debaac6,375539011,0
20118,16/04/2016,5442713,0,2,0.85,e09a9e54e1a2f4bdd2ab7e2e0b5bb393,166040011,0
20457,17/04/2016,5442713,0,2,0.77,e09a9e54e1a2f4bdd2ab7e2e0b5bb393,166040011,0
20796,16/04/2016,5454049,0,1,1,3e4c8a11cc088689a0804eae08a762b8,3244830011,0
21135,17/04/2016,5454049,0,1,1,3e4c8a11cc088689a0804eae08a762b8,3244830011,0
21474,16/04/2016,5509449,0,3,0.65,601311562246a2747940fd2232a077c7,2522081011,0
21813,17/04/2016,5509449,0,3,0.68,601311562246a2747940fd2232a077c7,2522081011,0
22334,16/04/2016,5567401,0,3,0.24,66f7474b2e7b6f8f83f16e2d838ccbb8,166040011,0
22673,17/04/2016,5567401,0,3,0.5,66f7474b2e7b6f8f83f16e2d838ccbb8,166040011,0
23012,16/04/2016,5567657,0,2,1,c164153628b32b6f89e41dcba2083a70,3244830011,0
23351,17/04/2016,5567657,0,2,1,c164153628b32b6f89e41dcba2083a70,3244830011,0
23690,16/04/2016,84013,0,7.52,0.25,531619ee7153da5bd6f9757522fc3b16,1243732011,0
23691,16/04/2016,84013,0,7.52,0.25,531619ee7153da5bd6f9757522fc3b16,166220011,0
24026,17/04/2016,84013,0,8,0.18,531619ee7153da5bd6f9757522fc3b16,1243732011,0
24027,17/04/2016,84013,0,8,0.18,531619ee7153da5bd6f9757522fc3b16,166220011,0
24697,16/04/2016,86003,0,12,0.54,a21c833975cc2b0b719b95bba9ba2721,166061011,0
25032,17/04/2016,86003,0,11.62,0.5,a21c833975cc2b0b719b95bba9ba2721,166061011,0
25367,16/04/2016,86475,0,15.72,0.3,83b83fe28a36008b66e7de83db482832,1243732011,0
25368,16/04/2016,86475,0,15.72,0.3,83b83fe28a36008b66e7de83db482832,166177011,0
25371,16/04/2016,86475,0,15.72,0.3,83b83fe28a36008b66e7de83db482832,166275011,0
25930,17/04/2016,86475,0,15,0.32,83b83fe28a36008b66e7de83db482832,1243732011,0
25931,17/04/2016,86475,0,15,0.32,83b83fe28a36008b66e7de83db482832,166177011,0
25934,17/04/2016,86475,0,15,0.32,83b83fe28a36008b66e7de83db482832,166275011,0
26979,16/04/2016,87937,0,1,1,7b673dc660ed23516241f63d7220a554,166294011,0
27080,17/04/2016,87937,0,1,1,7b673dc660ed23516241f63d7220a554,166294011,0
27181,16/04/2016,88372,0,16,0.43,10acbba9054b460df7ff031e952c03f6,166269011,0
27516,17/04/2016,88372,0,15.63,0.41,10acbba9054b460df7ff031e952c03f6,166269011,0
27851,16/04/2016,90019,1,7.52,0.25,531619ee7153da5bd6f9757522fc3b16,1243732011,4
27852,16/04/2016,90019,1,7.52,0.25,531619ee7153da5bd6f9757522fc3b16,166220011,4
28187,17/04/2016,90019,4,8,0.18,531619ee7153da5bd6f9757522fc3b16,1243732011,22.22222222
28188,17/04/2016,90019,4,8,0.18,531619ee7153da5bd6f9757522fc3b16,166220011,22.22222222
28673,16/04/2016,100517,0,5,0.56,9bb672869130d2b23a57f6028064ba13,2491218011,0
29012,17/04/2016,100517,0,5,0.51,9bb672869130d2b23a57f6028064ba13,2491218011,0
29351,16/04/2016,170260,0,4.55,0.51,486d5048db412f418ae0b7f0a4439dd6,166346011,0
29689,17/04/2016,170260,0,4.37,0.48,486d5048db412f418ae0b7f0a4439dd6,166346011,0
30375,16/04/2016,2740160,0,9,0.33,d6c78d68dcf42dc7d7ce2ca8878a77ed,166337011,0
30376,16/04/2016,2740160,0,9,0.33,d6c78d68dcf42dc7d7ce2ca8878a77ed,166461011,0
30903,17/04/2016,2740160,0,9,0.31,d6c78d68dcf42dc7d7ce2ca8878a77ed,166337011,0
30904,17/04/2016,2740160,0,9,0.31,d6c78d68dcf42dc7d7ce2ca8878a77ed,166461011,0
32705,16/04/2016,2726014,0,15,0.79,9a856da91b6b7ebe0b6ac5b541909e29,3245219011,0
32989,17/04/2016,2726014,0,15,0.81,9a856da91b6b7ebe0b6ac5b541909e29,3245219011,0
33275,16/04/2016,2857266,0,13,0.73,43d478f4be48f608d9b6c98b6b6fbd7d,166316011,0
33276,17/04/2016,2857266,0,13,0.78,43d478f4be48f608d9b6c98b6b6fbd7d,166316011,0
33455,16/04/2016,3385828,0,3,1,759ba3e44dcc994e28334a17d583280d,166316011,0
33456,17/04/2016,3385828,0,3,1,759ba3e44dcc994e28334a17d583280d,166316011,0
33797,16/04/2016,6306120,0,6,0.08,dac465b7b2ea9d4788aa667249a3fd0b,166316011,0
33798,17/04/2016,6306120,0,6,0.17,dac465b7b2ea9d4788aa667249a3fd0b,166316011,0
35033,16/04/2016,193179,0,2.02,1,a5ba75ad7a862b72e7416a749f72971d,166461011,0
35035,16/04/2016,193179,0,2.02,1,a5ba75ad7a862b72e7416a749f72971d,166337011,0
35711,17/04/2016,193179,0,2,1,a5ba75ad7a862b72e7416a749f72971d,166461011,0
35713,17/04/2016,193179,0,2,1,a5ba75ad7a862b72e7416a749f72971d,166337011,0
36389,16/04/2016,194295,0,2,0.79,7d908e017567560735e0d206fb8a562e,166064011,0
36728,17/04/2016,194295,0,2,0.8,7d908e017567560735e0d206fb8a562e,166064011,0
37067,16/04/2016,196577,0,1,1,46a9c4939203bcbc87017cd9a6c061e7,166054011,0
37320,17/04/2016,196577,0,1,1,46a9c4939203bcbc87017cd9a6c061e7,166054011,0
37573,16/04/2016,6146958,0,4,0.8,d9da709571b7dc5e4a605271a6a15dbb,2488224011,0
37832,17/04/2016,6146958,0,4,0.79,d9da709571b7dc5e4a605271a6a15dbb,2488224011,0
38091,16/04/2016,2316476,0,1,1,260ea5870d9bc9a61b5926a012cafb45,166316011,0
38092,17/04/2016,2316476,0,1,1,260ea5870d9bc9a61b5926a012cafb45,166316011,0
38623,16/04/2016,3504918,0,16.46,0.63,2ce4492f083d60de0b7b965fba35091f,166164011,0
38624,16/04/2016,3504918,0,16.46,0.63,2ce4492f083d60de0b7b965fba35091f,166038011,0
39137,17/04/2016,3504918,0,17.67,0.51,2ce4492f083d60de0b7b965fba35091f,166164011,0
39138,17/04/2016,3504918,0,17.67,0.51,2ce4492f083d60de0b7b965fba35091f,166038011,0
40257,16/04/2016,9980085,0,3,0.39,9278936f5fc25658fc5eb123189df6b8,166034011,0
40544,17/04/2016,9980085,1,3,0.41,9278936f5fc25658fc5eb123189df6b8,166034011,2.43902439
41443,16/04/2016,9992813,0,1,1,9cce7e70117151eeed13e500dfb125cb,2975415011,0
41766,17/04/2016,9992813,0,1,1,9cce7e70117151eeed13e500dfb125cb,2975415011,0
42089,16/04/2016,9999293,0,4,1,54703be05b5aab623897d6df031709ff,2975419011,0
42363,17/04/2016,9999293,0,4,1,54703be05b5aab623897d6df031709ff,2975419011,0
44405,16/04/2016,6222484,0,5,1,c4c7d3e8d5d90cd134dad23019fdad3f,166347011,0
44674,17/04/2016,6222484,0,5,1,c4c7d3e8d5d90cd134dad23019fdad3f,166347011,0
46457,16/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,166360011,0
46458,16/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,2491829011,0
46953,17/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,166360011,0
46954,17/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,2491829011,0
49181,16/04/2016,3502670,1,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166225011,1
49183,16/04/2016,3502670,1,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166265011,1
49536,17/04/2016,3502670,0,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166225011,0
49538,17/04/2016,3502670,0,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166265011,0
50177,16/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166461011,0
50179,16/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166337011,0
50673,17/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166461011,0
50675,17/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166337011,0
54641,16/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166175011,0
54643,16/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166275011,0
54989,17/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166175011,0
54991,17/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166275011,0
59499,16/04/2016,10028243,0,4,0.51,8b46d82b40fa2875bb40eb1eb1f1e469,274293011,0
59780,17/04/2016,10028243,1,4,0.56,8b46d82b40fa2875bb40eb1eb1f1e469,274293011,1.785714286
60253,16/04/2016,10032075,0,9,0.43,ccbfae861b945ece4a2f7053acf006f1,165994011,0
60592,17/04/2016,10032075,0,9,0.45,ccbfae861b945ece4a2f7053acf006f1,165994011,0
62629,16/04/2016,352964,0,16.95,0.21,57eb4e811164c4816d89a75bfb79fe8d,166327011,0
62740,17/04/2016,352964,0,17,0.2,57eb4e811164c4816d89a75bfb79fe8d,166327011,0
62851,16/04/2016,692234,0,19,0.68,0305bbea90f49863f469d9188faa07d4,166310011,0
62863,16/04/2016,692234,0,19,0.68,0305bbea90f49863f469d9188faa07d4,166309011,0
63210,17/04/2016,692234,0,19,1,0305bbea90f49863f469d9188faa07d4,166310011,0
63222,17/04/2016,692234,0,19,1,0305bbea90f49863f469d9188faa07d4,166309011,0
64237,16/04/2016,3467816,0,18.78,0.52,feb51fa88fcf37cfcd9ee672c1471b6f,166337011,0
64238,16/04/2016,3467816,0,18.78,0.52,feb51fa88fcf37cfcd9ee672c1471b6f,166461011,0
64405,17/04/2016,3467816,0,17,0.52,feb51fa88fcf37cfcd9ee672c1471b6f,166337011,0
64406,17/04/2016,3467816,0,17,0.52,feb51fa88fcf37cfcd9ee672c1471b6f,166461011,0
80008,16/04/2016,3794768,0,19,0.03,f733e34f6daa352a9f9d3636defead02,166275011,0
80010,16/04/2016,3794768,0,19,0.03,f733e34f6daa352a9f9d3636defead02,166169011,0
81948,16/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,1265807011,0
81950,16/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,166221011,0
82502,17/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,1265807011,0
82504,17/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,166221011,0
0,17/04/2016,7003480,0,1,1,8b22a3d39958f30936d438edc4996abf,166363011,0
273,18/04/2016,7003480,0,1,1,8b22a3d39958f30936d438edc4996abf,166363011,0
546,19/04/2016,7003480,0,1,1,8b22a3d39958f30936d438edc4996abf,166363011,0
6204,17/04/2016,9737306,0,4,0.56,6afe3752d4521a44c4eb6d2a9ba59406,2975303011,0
6205,17/04/2016,9737306,0,4,0.56,6afe3752d4521a44c4eb6d2a9ba59406,2975419011,0
6820,18/04/2016,9737306,0,4,0.54,6afe3752d4521a44c4eb6d2a9ba59406,2975303011,0
6821,18/04/2016,9737306,0,4,0.54,6afe3752d4521a44c4eb6d2a9ba59406,2975419011,0
7436,17/04/2016,9754602,0,3,0.78,6b615bac62e640bd5e81f6b86c833da9,2975414011,0
7683,18/04/2016,9754602,0,3,0.74,6b615bac62e640bd5e81f6b86c833da9,2975414011,0
10882,18/04/2016,3534512,0,1,1,b3f49797cdc1d81a43bdd3f1c3424096,166050011,0
11180,19/04/2016,3534512,0,1,1,b3f49797cdc1d81a43bdd3f1c3424096,166050011,0
11478,18/04/2016,3541358,0,1,1,b633313fd6b0da7b3e6b4a702a366ada,293582011,0
11789,19/04/2016,3541358,1,1,1,b633313fd6b0da7b3e6b4a702a366ada,293582011,1
12100,18/04/2016,3547846,1,1,1,aed5cb01adc8cdefe2ae7a142cd5cb65,2975414011,1
12421,19/04/2016,3547846,1,1,1,aed5cb01adc8cdefe2ae7a142cd5cb65,2975414011,1
12742,18/04/2016,3557220,0,1,1,88dd6ab7d38a5f538d9d855ee559a8e9,166051011,0
13053,19/04/2016,3557220,0,1,1,88dd6ab7d38a5f538d9d855ee559a8e9,166051011,0
14168,18/04/2016,3958751,0,9,0.34,5175dd9e27c80fb7bf4bf98c409413e0,166291011,0
14475,19/04/2016,3958751,0,9,0.36,5175dd9e27c80fb7bf4bf98c409413e0,166291011,0
18121,18/04/2016,5306825,0,3,0.84,3cb18bd7108de3a7199b215853271f6f,375539011,0
18460,19/04/2016,5306825,0,3,0.9,3cb18bd7108de3a7199b215853271f6f,375539011,0
18799,18/04/2016,5350673,0,1,1,db33c2e7e97e054c47c572183debaac6,375539011,0
19138,19/04/2016,5350673,0,1,1,db33c2e7e97e054c47c572183debaac6,375539011,0
19477,18/04/2016,5442713,0,2,0.88,e09a9e54e1a2f4bdd2ab7e2e0b5bb393,166040011,0
19816,19/04/2016,5442713,0,2,0.7,e09a9e54e1a2f4bdd2ab7e2e0b5bb393,166040011,0
20155,18/04/2016,5454049,0,1,1,3e4c8a11cc088689a0804eae08a762b8,3244830011,0
20494,19/04/2016,5454049,0,1,1,3e4c8a11cc088689a0804eae08a762b8,3244830011,0
20833,18/04/2016,5509449,0,3,0.63,601311562246a2747940fd2232a077c7,2522081011,0
21172,19/04/2016,5509449,2,3,0.67,601311562246a2747940fd2232a077c7,2522081011,2.985074627
21693,18/04/2016,5567401,0,3,0.11,66f7474b2e7b6f8f83f16e2d838ccbb8,166040011,0
22032,19/04/2016,5567401,0,3,0.6,66f7474b2e7b6f8f83f16e2d838ccbb8,166040011,0
22371,18/04/2016,5567657,0,2,1,c164153628b32b6f89e41dcba2083a70,3244830011,0
22710,19/04/2016,5567657,0,2,1,c164153628b32b6f89e41dcba2083a70,3244830011,0
23049,18/04/2016,84013,2,8,0.18,531619ee7153da5bd6f9757522fc3b16,1243732011,11.11111111
23050,18/04/2016,84013,2,8,0.18,531619ee7153da5bd6f9757522fc3b16,166220011,11.11111111
23385,19/04/2016,84013,1,7.52,0.28,531619ee7153da5bd6f9757522fc3b16,1243732011,3.571428571
23386,19/04/2016,84013,1,7.52,0.28,531619ee7153da5bd6f9757522fc3b16,166220011,3.571428571
24329,18/04/2016,86003,0,11,0.54,a21c833975cc2b0b719b95bba9ba2721,166061011,0
24664,19/04/2016,86003,0,11,0.55,a21c833975cc2b0b719b95bba9ba2721,166061011,0
24999,18/04/2016,86475,0,15,0.29,83b83fe28a36008b66e7de83db482832,1243732011,0
25000,18/04/2016,86475,0,15,0.29,83b83fe28a36008b66e7de83db482832,166177011,0
25003,18/04/2016,86475,0,15,0.29,83b83fe28a36008b66e7de83db482832,166275011,0
25562,19/04/2016,86475,0,15,0.28,83b83fe28a36008b66e7de83db482832,1243732011,0
25563,19/04/2016,86475,0,15,0.28,83b83fe28a36008b66e7de83db482832,166177011,0
25566,19/04/2016,86475,0,15,0.28,83b83fe28a36008b66e7de83db482832,166275011,0
26513,18/04/2016,87937,1,1,1,7b673dc660ed23516241f63d7220a554,166294011,1
26614,19/04/2016,87937,0,1,1,7b673dc660ed23516241f63d7220a554,166294011,0
26715,18/04/2016,88372,0,15,0.4,10acbba9054b460df7ff031e952c03f6,166269011,0
27050,19/04/2016,88372,0,15,0.36,10acbba9054b460df7ff031e952c03f6,166269011,0
27385,18/04/2016,90019,5,8,0.18,531619ee7153da5bd6f9757522fc3b16,1243732011,27.77777778
27386,18/04/2016,90019,5,8,0.18,531619ee7153da5bd6f9757522fc3b16,166220011,27.77777778
27721,19/04/2016,90019,18,7.52,0.28,531619ee7153da5bd6f9757522fc3b16,1243732011,64.28571429
27722,19/04/2016,90019,18,7.52,0.28,531619ee7153da5bd6f9757522fc3b16,166220011,64.28571429
28207,18/04/2016,100517,0,4.28,0.52,9bb672869130d2b23a57f6028064ba13,2491218011,0
28546,19/04/2016,100517,0,4,0.55,9bb672869130d2b23a57f6028064ba13,2491218011,0
28885,18/04/2016,170260,1,4.24,0.51,486d5048db412f418ae0b7f0a4439dd6,166346011,1.960784314
29223,19/04/2016,170260,0,3.96,0.46,486d5048db412f418ae0b7f0a4439dd6,166346011,0
29909,18/04/2016,2740160,0,9,0.32,d6c78d68dcf42dc7d7ce2ca8878a77ed,166337011,0
29910,18/04/2016,2740160,0,9,0.32,d6c78d68dcf42dc7d7ce2ca8878a77ed,166461011,0
30437,19/04/2016,2740160,0,9,0.33,d6c78d68dcf42dc7d7ce2ca8878a77ed,166337011,0
30438,19/04/2016,2740160,0,9,0.33,d6c78d68dcf42dc7d7ce2ca8878a77ed,166461011,0
31391,18/04/2016,9957071,0,19.86,0.18,89b07e6df2de911813f6b92093421781,166316011,0
31392,19/04/2016,9957071,0,20,0.12,89b07e6df2de911813f6b92093421781,166316011,0
32055,18/04/2016,2726014,0,16.1,0.81,9a856da91b6b7ebe0b6ac5b541909e29,3245219011,0
32339,19/04/2016,2726014,0,19,0.71,9a856da91b6b7ebe0b6ac5b541909e29,3245219011,0
32625,18/04/2016,2857266,0,13,0.71,43d478f4be48f608d9b6c98b6b6fbd7d,166316011,0
32626,19/04/2016,2857266,0,13,0.69,43d478f4be48f608d9b6c98b6b6fbd7d,166316011,0
32805,18/04/2016,3385828,0,3,1,759ba3e44dcc994e28334a17d583280d,166316011,0
32806,19/04/2016,3385828,0,3,1,759ba3e44dcc994e28334a17d583280d,166316011,0
33147,18/04/2016,6306120,0,6,0.2,dac465b7b2ea9d4788aa667249a3fd0b,166316011,0
33148,19/04/2016,6306120,0,6,0.28,dac465b7b2ea9d4788aa667249a3fd0b,166316011,0
34369,18/04/2016,193179,0,2,1,a5ba75ad7a862b72e7416a749f72971d,166461011,0
34371,18/04/2016,193179,0,2,1,a5ba75ad7a862b72e7416a749f72971d,166337011,0
35047,19/04/2016,193179,0,2,1,a5ba75ad7a862b72e7416a749f72971d,166461011,0
35049,19/04/2016,193179,0,2,1,a5ba75ad7a862b72e7416a749f72971d,166337011,0
35725,18/04/2016,194295,0,2,0.92,7d908e017567560735e0d206fb8a562e,166064011,0
36064,19/04/2016,194295,0,2,1,7d908e017567560735e0d206fb8a562e,166064011,0
36403,18/04/2016,196577,0,1,1,46a9c4939203bcbc87017cd9a6c061e7,166054011,0
36656,19/04/2016,196577,0,1,1,46a9c4939203bcbc87017cd9a6c061e7,166054011,0
36909,18/04/2016,6146958,0,4,0.79,d9da709571b7dc5e4a605271a6a15dbb,2488224011,0
37168,19/04/2016,6146958,0,4,1,d9da709571b7dc5e4a605271a6a15dbb,2488224011,0
37427,18/04/2016,2316476,0,1,1,260ea5870d9bc9a61b5926a012cafb45,166316011,0
37428,19/04/2016,2316476,0,1,1,260ea5870d9bc9a61b5926a012cafb45,166316011,0
37694,18/04/2016,3504918,2,17.1,0.64,2ce4492f083d60de0b7b965fba35091f,166164011,3.125
37695,18/04/2016,3504918,2,17.1,0.64,2ce4492f083d60de0b7b965fba35091f,166038011,3.125
38208,19/04/2016,3504918,0,17.39,0.63,2ce4492f083d60de0b7b965fba35091f,166164011,0
38209,19/04/2016,3504918,0,17.39,0.63,2ce4492f083d60de0b7b965fba35091f,166038011,0
39082,18/04/2016,9980085,1,3,0.41,9278936f5fc25658fc5eb123189df6b8,166034011,2.43902439
39369,19/04/2016,9980085,0,3,0.41,9278936f5fc25658fc5eb123189df6b8,166034011,0
39962,18/04/2016,9992813,0,1,1,9cce7e70117151eeed13e500dfb125cb,2975415011,0
40285,19/04/2016,9992813,0,1,1,9cce7e70117151eeed13e500dfb125cb,2975415011,0
40608,18/04/2016,9999293,0,4,1,54703be05b5aab623897d6df031709ff,2975419011,0
40882,19/04/2016,9999293,0,4,1,54703be05b5aab623897d6df031709ff,2975419011,0
42814,18/04/2016,6222484,0,5,1,c4c7d3e8d5d90cd134dad23019fdad3f,166347011,0
43083,19/04/2016,6222484,0,5,0.75,c4c7d3e8d5d90cd134dad23019fdad3f,166347011,0
45310,18/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,166360011,0
45311,18/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,2491829011,0
45806,19/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,166360011,0
45807,19/04/2016,3500006,0,1,1,044954aee8e3e2a9f116f3e3bb83bab3,2491829011,0
48034,18/04/2016,3502670,0,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166225011,0
48036,18/04/2016,3502670,0,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166265011,0
48389,19/04/2016,3502670,0,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166225011,0
48391,19/04/2016,3502670,0,3,1,753af94014f332e0b5a84b1a4bb2fd8f,166265011,0
49030,18/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166461011,0
49032,18/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166337011,0
49526,19/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166461011,0
49528,19/04/2016,3504768,0,1,1,6388da701fb4b33b08be1f7d157eba7b,166337011,0
52998,18/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166175011,0
53000,18/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166275011,0
53346,19/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166175011,0
53348,19/04/2016,3516524,0,6,1,37597d8b559876994a3271741729bf52,166275011,0
57856,18/04/2016,10028243,0,4,0.5,8b46d82b40fa2875bb40eb1eb1f1e469,274293011,0
58137,19/04/2016,10028243,0,4,0.54,8b46d82b40fa2875bb40eb1eb1f1e469,274293011,0
58610,18/04/2016,10032075,0,9,0.42,ccbfae861b945ece4a2f7053acf006f1,165994011,0
58949,19/04/2016,10032075,0,9,0.42,ccbfae861b945ece4a2f7053acf006f1,165994011,0
61072,18/04/2016,352964,0,16.24,0.2,57eb4e811164c4816d89a75bfb79fe8d,166327011,0
61183,19/04/2016,352964,0,15.64,0.31,57eb4e811164c4816d89a75bfb79fe8d,166327011,0
61294,18/04/2016,692234,0,19,0.75,0305bbea90f49863f469d9188faa07d4,166310011,0
61306,18/04/2016,692234,0,19,0.75,0305bbea90f49863f469d9188faa07d4,166309011,0
61653,19/04/2016,692234,0,19,1,0305bbea90f49863f469d9188faa07d4,166310011,0
61665,19/04/2016,692234,0,19,1,0305bbea90f49863f469d9188faa07d4,166309011,0
62346,18/04/2016,3467816,0,17.36,0.46,feb51fa88fcf37cfcd9ee672c1471b6f,166337011,0
62347,18/04/2016,3467816,0,17.36,0.46,feb51fa88fcf37cfcd9ee672c1471b6f,166461011,0
62514,19/04/2016,3467816,0,17.28,0.47,feb51fa88fcf37cfcd9ee672c1471b6f,166337011,0
62515,19/04/2016,3467816,0,17.28,0.47,feb51fa88fcf37cfcd9ee672c1471b6f,166461011,0
77974,18/04/2016,3794768,0,18.76,0.05,f733e34f6daa352a9f9d3636defead02,166275011,0
77976,18/04/2016,3794768,0,18.76,0.05,f733e34f6daa352a9f9d3636defead02,166169011,0
78618,19/04/2016,3794768,0,18,0.08,f733e34f6daa352a9f9d3636defead02,166275011,0
78620,19/04/2016,3794768,0,18,0.08,f733e34f6daa352a9f9d3636defead02,166169011,0
80656,18/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,1265807011,0
80658,18/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,166221011,0
81210,19/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,1265807011,0
81212,19/04/2016,5965540,0,1,1,e9fb8174ff5546a25daccdaa55bc7c92,166221011,0
